user,service,value,startDate,id,contextvalue,contextname,type
CkfZksM2rBrL,cortado,1.0,1559130730786,265,t1,shift,INTERACTION
CkfZksM2rBrL,cortado,1.0,1559130730786,265,2,dayofweek,INTERACTION
FmxgvxmU,cortado,1.0,1559131041823,266,doctoral student,role,INTERACTION
FmxgvxmU,cortado,1.0,1559131041823,266,t1,shift,INTERACTION
FmxgvxmU,cortado,1.0,1559131041823,266,2,dayofweek,INTERACTION
OJwzAJ33l,expresso,1.0,1559131262223,267,doctoral student,role,INTERACTION
OJwzAJ33l,expresso,1.0,1559131262223,267,t2,shift,INTERACTION
OJwzAJ33l,expresso,1.0,1559131262223,267,2,dayofweek,INTERACTION
jb1CjU1HF,milk_coffee,1.0,1559131476996,268,supervisor,role,INTERACTION
jb1CjU1HF,milk_coffee,1.0,1559131476996,268,t2,shift,INTERACTION
jb1CjU1HF,milk_coffee,1.0,1559131476996,268,2,dayofweek,INTERACTION
uhDooz5uD,milk_coffee,1.0,1559133421740,269,doctoral student,role,INTERACTION
uhDooz5uD,milk_coffee,1.0,1559133421740,269,t2,shift,INTERACTION
uhDooz5uD,milk_coffee,1.0,1559133421740,269,2,dayofweek,INTERACTION
ymETMF4M4,capuccino,1.0,1559136263050,270,doctoral student,role,INTERACTION
ymETMF4M4,capuccino,1.0,1559136263050,270,t2,shift,INTERACTION
ymETMF4M4,capuccino,1.0,1559136263050,270,2,dayofweek,INTERACTION
d4guBrpB,cortado,1.0,1559139701748,271,doctoral student,role,INTERACTION
d4guBrpB,cortado,1.0,1559139701748,271,t2,shift,INTERACTION
d4guBrpB,cortado,1.0,1559139701748,271,2,dayofweek,INTERACTION
CCMAqXtVdM,cortado,1.0,1559197205737,272,supervisor,role,INTERACTION
CCMAqXtVdM,cortado,1.0,1559197205737,272,t1,shift,INTERACTION
CCMAqXtVdM,cortado,1.0,1559197205737,272,3,dayofweek,INTERACTION
5pVcV5V,chocolate,1.0,1559198587799,273,supervisor,role,INTERACTION
5pVcV5V,chocolate,1.0,1559198587799,273,t1,shift,INTERACTION
5pVcV5V,chocolate,1.0,1559198587799,273,3,dayofweek,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559198621923,274,doctoral student,role,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559198621923,274,t1,shift,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559198621923,274,3,dayofweek,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559199736707,275,doctoral student,role,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559199736707,275,t1,shift,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559199736707,275,3,dayofweek,INTERACTION
IQtg13hB,expresso,1.0,1559203331551,276,doctoral student,role,INTERACTION
IQtg13hB,expresso,1.0,1559203331551,276,t1,shift,INTERACTION
IQtg13hB,expresso,1.0,1559203331551,276,3,dayofweek,INTERACTION
ymETMF4M4,capuccino,1.0,1559204877943,277,doctoral student,role,INTERACTION
ymETMF4M4,capuccino,1.0,1559204877943,277,t1,shift,INTERACTION
ymETMF4M4,capuccino,1.0,1559204877943,277,3,dayofweek,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559206340370,278,doctoral student,role,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559206340370,278,t1,shift,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559206340370,278,3,dayofweek,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559206382014,279,supervisor,role,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559206382014,279,t1,shift,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559206382014,279,3,dayofweek,INTERACTION
M8TX69h8,milk_coffee,1.0,1559207020159,280,coordinator,role,INTERACTION
M8TX69h8,milk_coffee,1.0,1559207020159,280,t1,shift,INTERACTION
M8TX69h8,milk_coffee,1.0,1559207020159,280,3,dayofweek,INTERACTION
2qDLEBNv,long_coffee,1.0,1559207129856,281,supervisor,role,INTERACTION
2qDLEBNv,long_coffee,1.0,1559207129856,281,t1,shift,INTERACTION
2qDLEBNv,long_coffee,1.0,1559207129856,281,3,dayofweek,INTERACTION
jb1CjU1HF,chocolate,1.0,1559208371686,282,supervisor,role,INTERACTION
jb1CjU1HF,chocolate,1.0,1559208371686,282,t1,shift,INTERACTION
jb1CjU1HF,chocolate,1.0,1559208371686,282,3,dayofweek,INTERACTION
13zpiFiAzJ,expresso,1.0,1559208429495,283,associated teacher,role,INTERACTION
13zpiFiAzJ,expresso,1.0,1559208429495,283,t1,shift,INTERACTION
13zpiFiAzJ,expresso,1.0,1559208429495,283,3,dayofweek,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559209925357,284,administrative,role,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559209925357,284,t1,shift,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559209925357,284,3,dayofweek,INTERACTION
FmxgvxmU,cortado,1.0,1559211926054,285,doctoral student,role,INTERACTION
FmxgvxmU,cortado,1.0,1559211926054,285,t1,shift,INTERACTION
FmxgvxmU,cortado,1.0,1559211926054,285,3,dayofweek,INTERACTION
M8TX69h8,milk_coffee,1.0,1559215546332,286,coordinator,role,INTERACTION
M8TX69h8,milk_coffee,1.0,1559215546332,286,t1,shift,INTERACTION
M8TX69h8,milk_coffee,1.0,1559215546332,286,3,dayofweek,INTERACTION
D6F0qp7s7,cortado,1.0,1559215597082,287,administrative,role,INTERACTION
D6F0qp7s7,cortado,1.0,1559215597082,287,t1,shift,INTERACTION
D6F0qp7s7,cortado,1.0,1559215597082,287,3,dayofweek,INTERACTION
IQtg13hB,expresso,1.0,1559217275929,288,doctoral student,role,INTERACTION
IQtg13hB,expresso,1.0,1559217275929,288,t1,shift,INTERACTION
IQtg13hB,expresso,1.0,1559217275929,288,3,dayofweek,INTERACTION
d4guBrpB,cortado,1.0,1559227748038,289,doctoral student,role,INTERACTION
d4guBrpB,cortado,1.0,1559227748038,289,t2,shift,INTERACTION
d4guBrpB,cortado,1.0,1559227748038,289,3,dayofweek,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559284356055,290,supervisor,role,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559284356055,290,t1,shift,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559284356055,290,4,dayofweek,INTERACTION
P5BAwzTfB,capuccino decaffeinated,1.0,1559284379552,291,associated teacher,role,INTERACTION
P5BAwzTfB,capuccino decaffeinated,1.0,1559284379552,291,t1,shift,INTERACTION
P5BAwzTfB,capuccino decaffeinated,1.0,1559284379552,291,4,dayofweek,INTERACTION
ymETMF4M4,capuccino,1.0,1559290058102,292,doctoral student,role,INTERACTION
ymETMF4M4,capuccino,1.0,1559290058102,292,t1,shift,INTERACTION
ymETMF4M4,capuccino,1.0,1559290058102,292,4,dayofweek,INTERACTION
P5BAwzTfB,capuccino,1.0,1559291198909,293,associated teacher,role,INTERACTION
P5BAwzTfB,capuccino,1.0,1559291198909,293,t1,shift,INTERACTION
P5BAwzTfB,capuccino,1.0,1559291198909,293,4,dayofweek,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559291481827,294,doctoral student,role,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559291481827,294,t1,shift,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559291481827,294,4,dayofweek,INTERACTION
d4guBrpB,cortado,1.0,1559293249305,295,doctoral student,role,INTERACTION
d4guBrpB,cortado,1.0,1559293249305,295,t1,shift,INTERACTION
d4guBrpB,cortado,1.0,1559293249305,295,4,dayofweek,INTERACTION
FmxgvxmU,cortado,1.0,1559295142745,296,doctoral student,role,INTERACTION
FmxgvxmU,cortado,1.0,1559295142745,296,t1,shift,INTERACTION
FmxgvxmU,cortado,1.0,1559295142745,296,4,dayofweek,INTERACTION
qpzNDzybrsi,expresso,1.0,1559295170216,297,administrative,role,INTERACTION
qpzNDzybrsi,expresso,1.0,1559295170216,297,t1,shift,INTERACTION
qpzNDzybrsi,expresso,1.0,1559295170216,297,4,dayofweek,INTERACTION
93xlxT,chocolate,1.0,1559296689891,298,doctoral student,role,INTERACTION
93xlxT,chocolate,1.0,1559296689891,298,t1,shift,INTERACTION
93xlxT,chocolate,1.0,1559296689891,298,4,dayofweek,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559297878721,299,supervisor,role,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559297878721,299,t1,shift,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559297878721,299,4,dayofweek,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559297953741,300,doctoral student,role,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559297953741,300,t1,shift,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559297953741,300,4,dayofweek,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559299701046,301,associated teacher,role,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559299701046,301,t1,shift,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559299701046,301,4,dayofweek,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559301717820,302,doctoral student,role,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559301717820,302,t1,shift,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559301717820,302,4,dayofweek,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559301794789,303,associated teacher,role,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559301794789,303,t1,shift,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559301794789,303,4,dayofweek,INTERACTION
IQtg13hB,expresso,1.0,1559303364932,304,doctoral student,role,INTERACTION
IQtg13hB,expresso,1.0,1559303364932,304,t1,shift,INTERACTION
IQtg13hB,expresso,1.0,1559303364932,304,4,dayofweek,INTERACTION
FmxgvxmU,cortado,1.0,1559303477192,305,doctoral student,role,INTERACTION
FmxgvxmU,cortado,1.0,1559303477192,305,t1,shift,INTERACTION
FmxgvxmU,cortado,1.0,1559303477192,305,4,dayofweek,INTERACTION
D6F0qp7s7,cortado,1.0,1559304511398,306,administrative,role,INTERACTION
D6F0qp7s7,cortado,1.0,1559304511398,306,t2,shift,INTERACTION
D6F0qp7s7,cortado,1.0,1559304511398,306,4,dayofweek,INTERACTION
ymETMF4M4,long_coffee,1.0,1559311347435,307,doctoral student,role,INTERACTION
ymETMF4M4,long_coffee,1.0,1559311347435,307,t2,shift,INTERACTION
ymETMF4M4,long_coffee,1.0,1559311347435,307,4,dayofweek,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559312888267,308,associated teacher,role,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559312888267,308,t2,shift,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559312888267,308,4,dayofweek,INTERACTION
jb1CjU1HF,chocolate,1.0,1559317587271,309,supervisor,role,INTERACTION
jb1CjU1HF,chocolate,1.0,1559317587271,309,t2,shift,INTERACTION
jb1CjU1HF,chocolate,1.0,1559317587271,309,4,dayofweek,INTERACTION
5pVcV5V,chocolate,1.0,1559542561133,310,supervisor,role,INTERACTION
5pVcV5V,chocolate,1.0,1559542561133,310,t1,shift,INTERACTION
5pVcV5V,chocolate,1.0,1559542561133,310,0,dayofweek,INTERACTION
ymETMF4M4,capuccino,1.0,1559543987479,311,doctoral student,role,INTERACTION
ymETMF4M4,capuccino,1.0,1559543987479,311,t1,shift,INTERACTION
ymETMF4M4,capuccino,1.0,1559543987479,311,0,dayofweek,INTERACTION
OJwzAJ33l,long_coffee,1.0,1559544093456,312,doctoral student,role,INTERACTION
OJwzAJ33l,long_coffee,1.0,1559544093456,312,t1,shift,INTERACTION
OJwzAJ33l,long_coffee,1.0,1559544093456,312,0,dayofweek,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559546735576,313,administrative,role,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559546735576,313,t1,shift,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559546735576,313,0,dayofweek,INTERACTION
FmxgvxmU,cortado,1.0,1559548392971,314,doctoral student,role,INTERACTION
FmxgvxmU,cortado,1.0,1559548392971,314,t1,shift,INTERACTION
FmxgvxmU,cortado,1.0,1559548392971,314,0,dayofweek,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559549243514,315,associated teacher,role,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559549243514,315,t1,shift,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559549243514,315,0,dayofweek,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559553020557,316,doctoral student,role,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559553020557,316,t1,shift,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559553020557,316,0,dayofweek,INTERACTION
CkfZksM2rBrL,cortado,1.0,1559553839633,317,associated teacher,role,INTERACTION
CkfZksM2rBrL,cortado,1.0,1559553839633,317,t1,shift,INTERACTION
CkfZksM2rBrL,cortado,1.0,1559553839633,317,0,dayofweek,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559554055914,318,associated teacher,role,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559554055914,318,t1,shift,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559554055914,318,0,dayofweek,INTERACTION
M8TX69h8,milk_coffee,1.0,1559554542677,319,coordinator,role,INTERACTION
M8TX69h8,milk_coffee,1.0,1559554542677,319,t1,shift,INTERACTION
M8TX69h8,milk_coffee,1.0,1559554542677,319,0,dayofweek,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559561046674,320,doctoral student,role,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559561046674,320,t1,shift,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559561046674,320,0,dayofweek,INTERACTION
FmxgvxmU,cortado,1.0,1559561227918,321,doctoral student,role,INTERACTION
FmxgvxmU,cortado,1.0,1559561227918,321,t1,shift,INTERACTION
FmxgvxmU,cortado,1.0,1559561227918,321,0,dayofweek,INTERACTION
IQtg13hB,expresso,1.0,1559563222489,322,doctoral student,role,INTERACTION
IQtg13hB,expresso,1.0,1559563222489,322,t2,shift,INTERACTION
IQtg13hB,expresso,1.0,1559563222489,322,0,dayofweek,INTERACTION
OJwzAJ33l,expresso,1.0,1559563248027,323,doctoral student,role,INTERACTION
OJwzAJ33l,expresso,1.0,1559563248027,323,t2,shift,INTERACTION
OJwzAJ33l,expresso,1.0,1559563248027,323,0,dayofweek,INTERACTION
M8TX69h8,milk_coffee,1.0,1559564669575,324,coordinator,role,INTERACTION
M8TX69h8,milk_coffee,1.0,1559564669575,324,t2,shift,INTERACTION
M8TX69h8,milk_coffee,1.0,1559564669575,324,0,dayofweek,INTERACTION
D6F0qp7s7,cortado,1.0,1559564705287,325,administrative,role,INTERACTION
D6F0qp7s7,cortado,1.0,1559564705287,325,t2,shift,INTERACTION
D6F0qp7s7,cortado,1.0,1559564705287,325,0,dayofweek,INTERACTION
uhDooz5uD,milk_coffee,1.0,1559569418880,326,doctoral student,role,INTERACTION
uhDooz5uD,milk_coffee,1.0,1559569418880,326,t2,shift,INTERACTION
uhDooz5uD,milk_coffee,1.0,1559569418880,326,0,dayofweek,INTERACTION
ymETMF4M4,long_coffee,1.0,1559570046800,327,doctoral student,role,INTERACTION
ymETMF4M4,long_coffee,1.0,1559570046800,327,t2,shift,INTERACTION
ymETMF4M4,long_coffee,1.0,1559570046800,327,0,dayofweek,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559625868990,328,doctoral student,role,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559625868990,328,t1,shift,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559625868990,328,1,dayofweek,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559632283813,329,associated teacher,role,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559632283813,329,t1,shift,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559632283813,329,1,dayofweek,INTERACTION
ymETMF4M4,long_coffee,1.0,1559633475868,330,doctoral student,role,INTERACTION
ymETMF4M4,long_coffee,1.0,1559633475868,330,t1,shift,INTERACTION
ymETMF4M4,long_coffee,1.0,1559633475868,330,1,dayofweek,INTERACTION
IQtg13hB,expresso,1.0,1559633663245,331,doctoral student,role,INTERACTION
IQtg13hB,expresso,1.0,1559633663245,331,t1,shift,INTERACTION
IQtg13hB,expresso,1.0,1559633663245,331,1,dayofweek,INTERACTION
FmxgvxmU,chocolate,1.0,1559633724559,332,doctoral student,role,INTERACTION
FmxgvxmU,chocolate,1.0,1559633724559,332,t1,shift,INTERACTION
FmxgvxmU,chocolate,1.0,1559633724559,332,1,dayofweek,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559635253899,333,administrative,role,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559635253899,333,t1,shift,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559635253899,333,1,dayofweek,INTERACTION
93xlxT,chocolate,1.0,1559639023672,334,doctoral student,role,INTERACTION
93xlxT,chocolate,1.0,1559639023672,334,t1,shift,INTERACTION
93xlxT,chocolate,1.0,1559639023672,334,1,dayofweek,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559639645050,335,doctoral student,role,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559639645050,335,t1,shift,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559639645050,335,1,dayofweek,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559639783828,336,associated teacher,role,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559639783828,336,t1,shift,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559639783828,336,1,dayofweek,INTERACTION
qpzNDzybrsi,expresso,1.0,1559639872014,337,administrative,role,INTERACTION
qpzNDzybrsi,expresso,1.0,1559639872014,337,t1,shift,INTERACTION
qpzNDzybrsi,expresso,1.0,1559639872014,337,1,dayofweek,INTERACTION
IQtg13hB,expresso,1.0,1559640400251,338,doctoral student,role,INTERACTION
IQtg13hB,expresso,1.0,1559640400251,338,t1,shift,INTERACTION
IQtg13hB,expresso,1.0,1559640400251,338,1,dayofweek,INTERACTION
CkfZksM2rBrL,cortado,1.0,1559640414301,339,associated teacher,role,INTERACTION
CkfZksM2rBrL,cortado,1.0,1559640414301,339,t1,shift,INTERACTION
CkfZksM2rBrL,cortado,1.0,1559640414301,339,1,dayofweek,INTERACTION
2qDLEBNv,chocolate,1.0,1559647079048,340,supervisor,role,INTERACTION
2qDLEBNv,chocolate,1.0,1559647079048,340,t1,shift,INTERACTION
2qDLEBNv,chocolate,1.0,1559647079048,340,1,dayofweek,INTERACTION
D6F0qp7s7,cortado,1.0,1559648731478,341,administrative,role,INTERACTION
D6F0qp7s7,cortado,1.0,1559648731478,341,t1,shift,INTERACTION
D6F0qp7s7,cortado,1.0,1559648731478,341,1,dayofweek,INTERACTION
Vhpk5shpkk,milk_coffee kafeinagabe,1.0,1559649014089,342,associated teacher,role,INTERACTION
Vhpk5shpkk,milk_coffee kafeinagabe,1.0,1559649014089,342,t1,shift,INTERACTION
Vhpk5shpkk,milk_coffee kafeinagabe,1.0,1559649014089,342,1,dayofweek,INTERACTION
IQtg13hB,expresso,1.0,1559649095032,343,doctoral student,role,INTERACTION
IQtg13hB,expresso,1.0,1559649095032,343,t1,shift,INTERACTION
IQtg13hB,expresso,1.0,1559649095032,343,1,dayofweek,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559650134179,344,doctoral student,role,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559650134179,344,t2,shift,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559650134179,344,1,dayofweek,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559651307656,345,associated teacher,role,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559651307656,345,t2,shift,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559651307656,345,1,dayofweek,INTERACTION
ymETMF4M4,long_coffee,1.0,1559656583724,346,doctoral student,role,INTERACTION
ymETMF4M4,long_coffee,1.0,1559656583724,346,t2,shift,INTERACTION
ymETMF4M4,long_coffee,1.0,1559656583724,346,1,dayofweek,INTERACTION
5pVcV5V,chocolate,1.0,1559716788446,347,supervisor,role,INTERACTION
5pVcV5V,chocolate,1.0,1559716788446,347,t1,shift,INTERACTION
5pVcV5V,chocolate,1.0,1559716788446,347,2,dayofweek,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559716815354,348,doctoral student,role,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559716815354,348,t1,shift,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559716815354,348,2,dayofweek,INTERACTION
OJwzAJ33l,long_coffee,1.0,1559716977316,349,doctoral student,role,INTERACTION
OJwzAJ33l,long_coffee,1.0,1559716977316,349,t1,shift,INTERACTION
OJwzAJ33l,long_coffee,1.0,1559716977316,349,2,dayofweek,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559719552609,350,associated teacher,role,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559719552609,350,t1,shift,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559719552609,350,2,dayofweek,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559723550560,351,administrative,role,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559723550560,351,t1,shift,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559723550560,351,2,dayofweek,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559724565218,352,supervisor,role,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559724565218,352,t1,shift,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559724565218,352,2,dayofweek,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559724590525,353,doctoral student,role,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559724590525,353,t1,shift,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559724590525,353,2,dayofweek,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559725092089,354,associated teacher,role,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559725092089,354,t1,shift,INTERACTION
P5BAwzTfB,hazelnut_cappuccino,1.0,1559725092089,354,2,dayofweek,INTERACTION
FmxgvxmU,cortado,1.0,1559726984671,355,doctoral student,role,INTERACTION
FmxgvxmU,cortado,1.0,1559726984671,355,t1,shift,INTERACTION
FmxgvxmU,cortado,1.0,1559726984671,355,2,dayofweek,INTERACTION
TRFKSXv,chocolate,1.0,1559728196634,356,associated teacher,role,INTERACTION
TRFKSXv,chocolate,1.0,1559728196634,356,t1,shift,INTERACTION
TRFKSXv,chocolate,1.0,1559728196634,356,2,dayofweek,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559733282121,357,supervisor,role,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559733282121,357,t1,shift,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559733282121,357,2,dayofweek,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559733299003,358,doctoral student,role,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559733299003,358,t1,shift,INTERACTION
gKUuuzg9,milk_coffee,1.0,1559733299003,358,2,dayofweek,INTERACTION
qpzNDzybrsi,expresso,1.0,1559733861779,359,administrative,role,INTERACTION
qpzNDzybrsi,expresso,1.0,1559733861779,359,t1,shift,INTERACTION
qpzNDzybrsi,expresso,1.0,1559733861779,359,2,dayofweek,INTERACTION
M8TX69h8,milk_coffee,1.0,1559734365294,360,coordinator,role,INTERACTION
M8TX69h8,milk_coffee,1.0,1559734365294,360,t1,shift,INTERACTION
M8TX69h8,milk_coffee,1.0,1559734365294,360,2,dayofweek,INTERACTION
D6F0qp7s7,cortado,1.0,1559734406215,361,administrative,role,INTERACTION
D6F0qp7s7,cortado,1.0,1559734406215,361,t1,shift,INTERACTION
D6F0qp7s7,cortado,1.0,1559734406215,361,2,dayofweek,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559735045789,362,associated teacher,role,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559735045789,362,t1,shift,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559735045789,362,2,dayofweek,INTERACTION
CkfZksM2rBrL,cortado,1.0,1559735986649,363,associated teacher,role,INTERACTION
CkfZksM2rBrL,cortado,1.0,1559735986649,363,t2,shift,INTERACTION
CkfZksM2rBrL,cortado,1.0,1559735986649,363,2,dayofweek,INTERACTION
uhDooz5uD,milk_coffee,1.0,1559738906638,364,doctoral student,role,INTERACTION
uhDooz5uD,milk_coffee,1.0,1559738906638,364,t2,shift,INTERACTION
uhDooz5uD,milk_coffee,1.0,1559738906638,364,2,dayofweek,INTERACTION
OJwzAJ33l,long_coffee,1.0,1559803504706,365,doctoral student,role,INTERACTION
OJwzAJ33l,long_coffee,1.0,1559803504706,365,t1,shift,INTERACTION
OJwzAJ33l,long_coffee,1.0,1559803504706,365,3,dayofweek,INTERACTION
ymETMF4M4,capuccino,1.0,1559806778687,366,doctoral student,role,INTERACTION
ymETMF4M4,capuccino,1.0,1559806778687,366,t1,shift,INTERACTION
ymETMF4M4,capuccino,1.0,1559806778687,366,3,dayofweek,INTERACTION
M8TX69h8,milk_coffee,1.0,1559811350018,367,coordinator,role,INTERACTION
M8TX69h8,milk_coffee,1.0,1559811350018,367,t1,shift,INTERACTION
M8TX69h8,milk_coffee,1.0,1559811350018,367,3,dayofweek,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559811380415,368,administrative,role,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559811380415,368,t1,shift,INTERACTION
D6F0qp7s7,milk_coffee,1.0,1559811380415,368,3,dayofweek,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559819619256,369,supervisor,role,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559819619256,369,t1,shift,INTERACTION
5pVcV5V,hazelnut_cappuccino,1.0,1559819619256,369,3,dayofweek,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559820502580,370,doctoral student,role,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559820502580,370,t1,shift,INTERACTION
CuAgSlJwl,milk_coffee,1.0,1559820502580,370,3,dayofweek,INTERACTION
M8TX69h8,milk_coffee,1.0,1559820546463,371,coordinator,role,INTERACTION
M8TX69h8,milk_coffee,1.0,1559820546463,371,t1,shift,INTERACTION
M8TX69h8,milk_coffee,1.0,1559820546463,371,3,dayofweek,INTERACTION
D6F0qp7s7,cortado,1.0,1559820596364,372,administrative,role,INTERACTION
D6F0qp7s7,cortado,1.0,1559820596364,372,t1,shift,INTERACTION
D6F0qp7s7,cortado,1.0,1559820596364,372,3,dayofweek,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559822245214,373,associated teacher,role,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559822245214,373,t1,shift,INTERACTION
Vhpk5shpkk,decaffeinated,1.0,1559822245214,373,3,dayofweek,INTERACTION
IQtg13hB,expresso,1.0,1559822287639,374,doctoral student,role,INTERACTION
IQtg13hB,expresso,1.0,1559822287639,374,t1,shift,INTERACTION
IQtg13hB,expresso,1.0,1559822287639,374,3,dayofweek,INTERACTION
Vhpk5shpkk,capuccino decaffeinated,1.0,1559829014385,375,associated teacher,role,INTERACTION
Vhpk5shpkk,capuccino decaffeinated,1.0,1559829014385,375,t2,shift,INTERACTION
Vhpk5shpkk,capuccino decaffeinated,1.0,1559829014385,375,3,dayofweek,INTERACTION
d4guBrpB,cortado,1.0,1559835812955,376,doctoral student,role,INTERACTION
d4guBrpB,cortado,1.0,1559835812955,376,t2,shift,INTERACTION
