,user,service,value
50,M8TX69h8,capuccino,0.0
51,OCUnH,capuccino,0.0
52,OJwzAJ33l,capuccino,0.0
53,P5BAwzTfB,capuccino,0.0
54,TRFKSXv,capuccino,0.0
55,Vhpk5shpkk,capuccino,0.05384615384615385
56,XIRWj,capuccino,0.0
57,Yx3rQ,capuccino,0.175
58,anH4HDH,capuccino,0.4666666666666666
59,d4guBrpB,capuccino,0.014893617021276595
60,fJlBu,capuccino,0.0
61,gKUuuzg9,capuccino,0.0
62,ieuWQ,capuccino,0.0
63,iia5SP5,capuccino,0.0
64,jb1CjU1HF,capuccino,0.0
65,larri45h,capuccino,0.0
66,oS7WZT0,capuccino,0.0
67,qpzNDzybrsi,capuccino,0.0
68,uhDooz5uD,capuccino,0.0
69,vRXyI,capuccino,0.0
70,ws0cho3,capuccino,0.0
71,ymETMF4M4,capuccino,0.33157894736842103
72,0WFqeFiPx3K,capuccino decaffeinated,0.7
73,0a4Qn,capuccino decaffeinated,0.0
74,2qDLEBNv,capuccino decaffeinated,0.0
75,55reHHf,capuccino decaffeinated,0.0
76,5pVcV5V,capuccino decaffeinated,0.0
77,93xlxT,capuccino decaffeinated,0.0
78,CCMAqXtVdM,capuccino decaffeinated,0.0
79,CkfZksM2rBrL,capuccino decaffeinated,0.0
80,CuAgSlJwl,capuccino decaffeinated,0.0
81,D6F0qp7s7,capuccino decaffeinated,0.0
82,FHZemZ,capuccino decaffeinated,0.0
83,FmxgvxmU,capuccino decaffeinated,0.0
84,I3RXU,capuccino decaffeinated,0.0
85,IQtg13hB,capuccino decaffeinated,0.0
86,M8TX69h8,capuccino decaffeinated,0.0
87,OCUnH,capuccino decaffeinated,0.0
88,OJwzAJ33l,capuccino decaffeinated,0.0
89,P5BAwzTfB,capuccino decaffeinated,0.0
90,TRFKSXv,capuccino decaffeinated,0.0
91,Vhpk5shpkk,capuccino decaffeinated,0.026923076923076925
92,XIRWj,capuccino decaffeinated,0.0
93,Yx3rQ,capuccino decaffeinated,0.0
94,anH4HDH,capuccino decaffeinated,0.0
95,d4guBrpB,capuccino decaffeinated,0.0
96,fJlBu,capuccino decaffeinated,0.0
97,gKUuuzg9,capuccino decaffeinated,0.0
98,ieuWQ,capuccino decaffeinated,0.7
99,iia5SP5,capuccino decaffeinated,0.0
100,jb1CjU1HF,capuccino decaffeinated,0.0
101,larri45h,capuccino decaffeinated,0.0
102,oS7WZT0,capuccino decaffeinated,0.0
103,qpzNDzybrsi,capuccino decaffeinated,0.0
104,uhDooz5uD,capuccino decaffeinated,0.0
105,vRXyI,capuccino decaffeinated,0.0
106,ws0cho3,capuccino decaffeinated,0.0
107,ymETMF4M4,capuccino decaffeinated,0.0
108,0WFqeFiPx3K,chocolate,0.0
109,0a4Qn,chocolate,0.0
110,2qDLEBNv,chocolate,0.1135135135135135
111,55reHHf,chocolate,0.0
112,5pVcV5V,chocolate,0.2412621359223301
113,93xlxT,chocolate,0.5101694915254237
114,CCMAqXtVdM,chocolate,0.0
115,CkfZksM2rBrL,chocolate,0.0
116,CuAgSlJwl,chocolate,0.0
117,D6F0qp7s7,chocolate,0.0
118,FHZemZ,chocolate,0.0
119,FmxgvxmU,chocolate,0.018421052631578946
120,I3RXU,chocolate,0.0
121,IQtg13hB,chocolate,0.0
122,M8TX69h8,chocolate,0.0
123,OCUnH,chocolate,0.0
124,OJwzAJ33l,chocolate,0.35
125,P5BAwzTfB,chocolate,0.0
126,TRFKSXv,chocolate,0.0
127,Vhpk5shpkk,chocolate,0.0
128,XIRWj,chocolate,0.0
129,Yx3rQ,chocolate,0.0
130,anH4HDH,chocolate,0.0
131,d4guBrpB,chocolate,0.0
132,fJlBu,chocolate,0.0
133,gKUuuzg9,chocolate,0.175
134,ieuWQ,chocolate,0.0
135,iia5SP5,chocolate,0.0
136,jb1CjU1HF,chocolate,0.29615384615384616
137,larri45h,chocolate,0.0
138,oS7WZT0,chocolate,0.0
139,qpzNDzybrsi,chocolate,0.0
140,uhDooz5uD,chocolate,0.0
141,vRXyI,chocolate,0.0
142,ws0cho3,chocolate,0.0
143,ymETMF4M4,chocolate,0.0
144,0WFqeFiPx3K,chocolate_milk,0.0
145,0a4Qn,chocolate_milk,0.0
146,2qDLEBNv,chocolate_milk,0.0
147,55reHHf,chocolate_milk,0.0
148,5pVcV5V,chocolate_milk,0.0
149,93xlxT,chocolate_milk,0.0
150,CCMAqXtVdM,chocolate_milk,0.0
151,CkfZksM2rBrL,chocolate_milk,0.0
152,CuAgSlJwl,chocolate_milk,0.0
153,D6F0qp7s7,chocolate_milk,0.01818181818181818
154,FHZemZ,chocolate_milk,0.0
155,FmxgvxmU,chocolate_milk,0.0
156,I3RXU,chocolate_milk,0.0
157,IQtg13hB,chocolate_milk,0.0
158,M8TX69h8,chocolate_milk,0.0
159,OCUnH,chocolate_milk,0.7
160,OJwzAJ33l,chocolate_milk,0.0
161,P5BAwzTfB,chocolate_milk,0.0
162,TRFKSXv,chocolate_milk,0.0
163,Vhpk5shpkk,chocolate_milk,0.0
164,XIRWj,chocolate_milk,0.0
165,Yx3rQ,chocolate_milk,0.0
166,anH4HDH,chocolate_milk,0.0
167,d4guBrpB,chocolate_milk,0.0
168,fJlBu,chocolate_milk,0.0
169,gKUuuzg9,chocolate_milk,0.0
170,ieuWQ,chocolate_milk,0.0
171,iia5SP5,chocolate_milk,0.07777777777777777
172,jb1CjU1HF,chocolate_milk,0.0
173,larri45h,chocolate_milk,0.0
174,oS7WZT0,chocolate_milk,0.0
175,qpzNDzybrsi,chocolate_milk,0.0
176,uhDooz5uD,chocolate_milk,0.0
177,vRXyI,chocolate_milk,0.0
178,ws0cho3,chocolate_milk,0.0
179,ymETMF4M4,chocolate_milk,0.0
180,0WFqeFiPx3K,cortado,0.0
181,0a4Qn,cortado,0.0
182,2qDLEBNv,cortado,0.0
183,55reHHf,cortado,0.0
184,5pVcV5V,cortado,0.0
185,93xlxT,cortado,0.0
186,CCMAqXtVdM,cortado,0.7
187,CkfZksM2rBrL,cortado,0.7
188,CuAgSlJwl,cortado,0.0
189,D6F0qp7s7,cortado,0.6727272727272727
190,FHZemZ,cortado,0.0
191,FmxgvxmU,cortado,0.6078947368421053
192,I3RXU,cortado,0.0
193,IQtg13hB,cortado,0.0
194,M8TX69h8,cortado,0.0
195,OCUnH,cortado,-0.0030000000000000027
196,OJwzAJ33l,cortado,0.0
197,P5BAwzTfB,cortado,0.0
198,TRFKSXv,cortado,0.0
199,Vhpk5shpkk,cortado,0.0
200,XIRWj,cortado,0.7
201,Yx3rQ,cortado,0.1485
202,anH4HDH,cortado,0.0
203,d4guBrpB,cortado,0.4617021276595744
204,fJlBu,cortado,0.0
205,gKUuuzg9,cortado,0.0
206,ieuWQ,cortado,-0.0030000000000000027
207,iia5SP5,cortado,0.0
208,jb1CjU1HF,cortado,0.0
209,larri45h,cortado,0.0
210,oS7WZT0,cortado,0.0
211,qpzNDzybrsi,cortado,0.0
212,uhDooz5uD,cortado,0.0
213,vRXyI,cortado,0.0
214,ws0cho3,cortado,0.1485
215,ymETMF4M4,cortado,0.0
216,0WFqeFiPx3K,cortado decaffeinated,0.0
217,0a4Qn,cortado decaffeinated,0.0
218,2qDLEBNv,cortado decaffeinated,0.0
219,55reHHf,cortado decaffeinated,0.0
220,5pVcV5V,cortado decaffeinated,0.0
221,93xlxT,cortado decaffeinated,0.1542372881355932
222,CCMAqXtVdM,cortado decaffeinated,0.0
223,CkfZksM2rBrL,cortado decaffeinated,0.0
224,CuAgSlJwl,cortado decaffeinated,0.0
225,D6F0qp7s7,cortado decaffeinated,0.0
226,FHZemZ,cortado decaffeinated,0.0
227,FmxgvxmU,cortado decaffeinated,0.018421052631578946
228,I3RXU,cortado decaffeinated,0.0
229,IQtg13hB,cortado decaffeinated,0.0
230,M8TX69h8,cortado decaffeinated,0.0
231,OCUnH,cortado decaffeinated,0.0
232,OJwzAJ33l,cortado decaffeinated,0.0
233,P5BAwzTfB,cortado decaffeinated,0.0
234,TRFKSXv,cortado decaffeinated,0.0
235,Vhpk5shpkk,cortado decaffeinated,0.0
236,XIRWj,cortado decaffeinated,0.0
237,Yx3rQ,cortado decaffeinated,0.0
238,anH4HDH,cortado decaffeinated,0.0
239,d4guBrpB,cortado decaffeinated,0.19361702127659575
240,fJlBu,cortado decaffeinated,0.0
241,gKUuuzg9,cortado decaffeinated,0.0
242,ieuWQ,cortado decaffeinated,0.0
243,iia5SP5,cortado decaffeinated,0.0
244,jb1CjU1HF,cortado decaffeinated,0.0
245,larri45h,cortado decaffeinated,0.0
246,oS7WZT0,cortado decaffeinated,0.0
247,qpzNDzybrsi,cortado decaffeinated,0.0
248,uhDooz5uD,cortado decaffeinated,0.0
249,vRXyI,cortado decaffeinated,0.0
250,ws0cho3,cortado decaffeinated,0.0
251,ymETMF4M4,cortado decaffeinated,0.0
252,0WFqeFiPx3K,decaffeinated,0.0
253,0a4Qn,decaffeinated,0.0
254,2qDLEBNv,decaffeinated,0.0
255,55reHHf,decaffeinated,0.0
256,5pVcV5V,decaffeinated,0.0
257,93xlxT,decaffeinated,0.0
258,CCMAqXtVdM,decaffeinated,0.0
259,CkfZksM2rBrL,decaffeinated,0.0
260,CuAgSlJwl,decaffeinated,0.0
261,D6F0qp7s7,decaffeinated,0.0
262,FHZemZ,decaffeinated,0.0
263,FmxgvxmU,decaffeinated,0.0
264,I3RXU,decaffeinated,0.0
265,IQtg13hB,decaffeinated,0.0
266,M8TX69h8,decaffeinated,0.0
267,OCUnH,decaffeinated,0.0
268,OJwzAJ33l,decaffeinated,0.0
269,P5BAwzTfB,decaffeinated,0.0
270,TRFKSXv,decaffeinated,0.0
271,Vhpk5shpkk,decaffeinated,0.4038461538461538
272,XIRWj,decaffeinated,0.0
273,Yx3rQ,decaffeinated,-0.0030000000000000027
274,anH4HDH,decaffeinated,0.0
275,d4guBrpB,decaffeinated,0.0
276,fJlBu,decaffeinated,0.0
277,gKUuuzg9,decaffeinated,0.0
278,ieuWQ,decaffeinated,0.1485
279,iia5SP5,decaffeinated,0.0
280,jb1CjU1HF,decaffeinated,0.0
281,larri45h,decaffeinated,0.0
282,oS7WZT0,decaffeinated,0.0
283,qpzNDzybrsi,decaffeinated,0.0
284,uhDooz5uD,decaffeinated,0.0
285,vRXyI,decaffeinated,0.0
286,ws0cho3,decaffeinated,0.0
287,ymETMF4M4,decaffeinated,0.0
288,0WFqeFiPx3K,expresso,0.0
289,0a4Qn,expresso,-0.0030000000000000027
290,2qDLEBNv,expresso,0.05675675675675675
291,55reHHf,expresso,0.0
292,5pVcV5V,expresso,0.0
293,93xlxT,expresso,0.011864406779661016
294,CCMAqXtVdM,expresso,0.0
295,CkfZksM2rBrL,expresso,0.0
296,CuAgSlJwl,expresso,-0.0030000000000000027
297,D6F0qp7s7,expresso,0.0
298,FHZemZ,expresso,0.0
299,FmxgvxmU,expresso,0.03684210526315789
300,I3RXU,expresso,0.0
301,IQtg13hB,expresso,0.7
302,M8TX69h8,expresso,0.0
303,OCUnH,expresso,0.0
304,OJwzAJ33l,expresso,0.35
305,P5BAwzTfB,expresso,0.0
306,TRFKSXv,expresso,0.7
307,Vhpk5shpkk,expresso,0.1076923076923077
308,XIRWj,expresso,-0.0030000000000000027
309,Yx3rQ,expresso,0.0
310,anH4HDH,expresso,0.2333333333333333
311,d4guBrpB,expresso,0.02978723404255319
312,fJlBu,expresso,0.0
313,gKUuuzg9,expresso,0.0
314,ieuWQ,expresso,0.0
315,iia5SP5,expresso,0.0
316,jb1CjU1HF,expresso,0.0
317,larri45h,expresso,0.0
318,oS7WZT0,expresso,0.0
319,qpzNDzybrsi,expresso,0.7
320,uhDooz5uD,expresso,0.0
321,vRXyI,expresso,0.0
322,ws0cho3,expresso,0.35
323,ymETMF4M4,expresso,0.0
324,0WFqeFiPx3K,hazelnut_cappuccino,0.0
325,0a4Qn,hazelnut_cappuccino,0.0
326,2qDLEBNv,hazelnut_cappuccino,0.07567567567567568
327,55reHHf,hazelnut_cappuccino,0.0
328,5pVcV5V,hazelnut_cappuccino,0.4519417475728155
329,93xlxT,hazelnut_cappuccino,0.02372881355932203
330,CCMAqXtVdM,hazelnut_cappuccino,0.0
331,CkfZksM2rBrL,hazelnut_cappuccino,0.0
332,CuAgSlJwl,hazelnut_cappuccino,0.0
333,D6F0qp7s7,hazelnut_cappuccino,0.0
334,FHZemZ,hazelnut_cappuccino,0.0
335,FmxgvxmU,hazelnut_cappuccino,0.0
336,I3RXU,hazelnut_cappuccino,0.0
337,IQtg13hB,hazelnut_cappuccino,0.0
338,M8TX69h8,hazelnut_cappuccino,0.0
339,OCUnH,hazelnut_cappuccino,0.0
340,OJwzAJ33l,hazelnut_cappuccino,0.0
341,P5BAwzTfB,hazelnut_cappuccino,0.7
342,TRFKSXv,hazelnut_cappuccino,0.0
343,Vhpk5shpkk,hazelnut_cappuccino,0.026923076923076925
344,XIRWj,hazelnut_cappuccino,0.0
345,Yx3rQ,hazelnut_cappuccino,0.1485
346,anH4HDH,hazelnut_cappuccino,0.0
347,d4guBrpB,hazelnut_cappuccino,0.0
348,fJlBu,hazelnut_cappuccino,0.0
349,gKUuuzg9,hazelnut_cappuccino,0.0
350,ieuWQ,hazelnut_cappuccino,0.0
351,iia5SP5,hazelnut_cappuccino,0.6222222222222221
352,jb1CjU1HF,hazelnut_cappuccino,0.026923076923076925
353,larri45h,hazelnut_cappuccino,0.0
354,oS7WZT0,hazelnut_cappuccino,0.0
355,qpzNDzybrsi,hazelnut_cappuccino,0.0
356,uhDooz5uD,hazelnut_cappuccino,0.0
357,vRXyI,hazelnut_cappuccino,0.0
358,ws0cho3,hazelnut_cappuccino,0.6499999999999999
359,ymETMF4M4,hazelnut_cappuccino,0.0
360,0WFqeFiPx3K,light_coffee,0.0
361,0a4Qn,light_coffee,0.0
362,2qDLEBNv,light_coffee,0.0
363,55reHHf,light_coffee,0.0
364,5pVcV5V,light_coffee,0.0
365,93xlxT,light_coffee,0.0
366,CCMAqXtVdM,light_coffee,0.0
367,CkfZksM2rBrL,light_coffee,0.0
368,CuAgSlJwl,light_coffee,0.0
369,D6F0qp7s7,light_coffee,0.0
370,FHZemZ,light_coffee,0.0
371,FmxgvxmU,light_coffee,0.018421052631578946
372,I3RXU,light_coffee,0.0
373,IQtg13hB,light_coffee,0.0
374,M8TX69h8,light_coffee,0.0
375,OCUnH,light_coffee,0.0
376,OJwzAJ33l,light_coffee,0.0
377,P5BAwzTfB,light_coffee,0.0
378,TRFKSXv,light_coffee,0.0
379,Vhpk5shpkk,light_coffee,0.0
380,XIRWj,light_coffee,0.0
381,Yx3rQ,light_coffee,0.0
382,anH4HDH,light_coffee,0.0
383,d4guBrpB,light_coffee,0.0
384,fJlBu,light_coffee,0.0
385,gKUuuzg9,light_coffee,0.0
386,ieuWQ,light_coffee,-0.0030000000000000027
387,iia5SP5,light_coffee,0.0
388,jb1CjU1HF,light_coffee,0.0
389,larri45h,light_coffee,0.0
390,oS7WZT0,light_coffee,0.0
391,qpzNDzybrsi,light_coffee,0.0
392,uhDooz5uD,light_coffee,0.0
393,vRXyI,light_coffee,0.0
394,ws0cho3,light_coffee,0.0
395,ymETMF4M4,light_coffee,0.0
396,0WFqeFiPx3K,long_coffee,0.0
397,0a4Qn,long_coffee,0.0
398,2qDLEBNv,long_coffee,0.3594594594594594
399,55reHHf,long_coffee,0.0
400,5pVcV5V,long_coffee,0.0
401,93xlxT,long_coffee,0.0
402,CCMAqXtVdM,long_coffee,0.0
403,CkfZksM2rBrL,long_coffee,0.0
404,CuAgSlJwl,long_coffee,0.0
405,D6F0qp7s7,long_coffee,0.0
406,FHZemZ,long_coffee,0.0
407,FmxgvxmU,long_coffee,0.0
408,I3RXU,long_coffee,0.0
409,IQtg13hB,long_coffee,0.0
410,M8TX69h8,long_coffee,0.0
411,OCUnH,long_coffee,0.0
412,OJwzAJ33l,long_coffee,0.0
413,P5BAwzTfB,long_coffee,0.0
414,TRFKSXv,long_coffee,0.0
415,Vhpk5shpkk,long_coffee,0.0
416,XIRWj,long_coffee,0.0
417,Yx3rQ,long_coffee,0.825
418,anH4HDH,long_coffee,0.0
419,d4guBrpB,long_coffee,0.0
420,fJlBu,long_coffee,0.0
421,gKUuuzg9,long_coffee,0.0
422,ieuWQ,long_coffee,0.0
423,iia5SP5,long_coffee,0.0
424,jb1CjU1HF,long_coffee,0.0
425,larri45h,long_coffee,0.6066666666666667
426,oS7WZT0,long_coffee,0.0
427,qpzNDzybrsi,long_coffee,0.0
428,uhDooz5uD,long_coffee,0.0
429,vRXyI,long_coffee,0.8484999999999999
430,ws0cho3,long_coffee,0.0
431,ymETMF4M4,long_coffee,0.22105263157894733
432,0WFqeFiPx3K,long_decaffeinated,0.0
433,0a4Qn,long_decaffeinated,-0.0030000000000000027
434,2qDLEBNv,long_decaffeinated,0.0
435,55reHHf,long_decaffeinated,0.0
436,5pVcV5V,long_decaffeinated,0.0
437,93xlxT,long_decaffeinated,0.0
438,CCMAqXtVdM,long_decaffeinated,0.0
439,CkfZksM2rBrL,long_decaffeinated,0.0
440,CuAgSlJwl,long_decaffeinated,0.0
441,D6F0qp7s7,long_decaffeinated,0.0
442,FHZemZ,long_decaffeinated,0.0
443,FmxgvxmU,long_decaffeinated,0.0
444,I3RXU,long_decaffeinated,0.0
445,IQtg13hB,long_decaffeinated,0.0
446,M8TX69h8,long_decaffeinated,0.0
447,OCUnH,long_decaffeinated,-0.0030000000000000027
448,OJwzAJ33l,long_decaffeinated,0.0
449,P5BAwzTfB,long_decaffeinated,0.0
450,TRFKSXv,long_decaffeinated,0.0
451,Vhpk5shpkk,long_decaffeinated,0.0
452,XIRWj,long_decaffeinated,0.0
453,Yx3rQ,long_decaffeinated,0.0
454,anH4HDH,long_decaffeinated,0.0
455,d4guBrpB,long_decaffeinated,0.0
456,fJlBu,long_decaffeinated,0.0
457,gKUuuzg9,long_decaffeinated,0.0
458,ieuWQ,long_decaffeinated,0.0
459,iia5SP5,long_decaffeinated,0.0
460,jb1CjU1HF,long_decaffeinated,0.0
461,larri45h,long_decaffeinated,0.0
462,oS7WZT0,long_decaffeinated,0.0
463,qpzNDzybrsi,long_decaffeinated,0.0
464,uhDooz5uD,long_decaffeinated,0.0
465,vRXyI,long_decaffeinated,0.0
466,ws0cho3,long_decaffeinated,0.0
467,ymETMF4M4,long_decaffeinated,0.14736842105263157
468,0WFqeFiPx3K,milk_coffee,0.0
469,0a4Qn,milk_coffee,0.0
470,2qDLEBNv,milk_coffee,0.0945945945945946
471,55reHHf,milk_coffee,0.7
472,5pVcV5V,milk_coffee,0.006796116504854368
473,93xlxT,milk_coffee,0.0
474,CCMAqXtVdM,milk_coffee,0.0
475,CkfZksM2rBrL,milk_coffee,0.0
476,CuAgSlJwl,milk_coffee,0.7
477,D6F0qp7s7,milk_coffee,0.00909090909090909
478,FHZemZ,milk_coffee,0.13999999999999999
479,FmxgvxmU,milk_coffee,0.0
480,I3RXU,milk_coffee,1.0
481,IQtg13hB,milk_coffee,0.0
482,M8TX69h8,milk_coffee,0.7
483,OCUnH,milk_coffee,-0.0030000000000000027
484,OJwzAJ33l,milk_coffee,0.0
485,P5BAwzTfB,milk_coffee,0.0
486,TRFKSXv,milk_coffee,0.0
487,Vhpk5shpkk,milk_coffee,0.0
488,XIRWj,milk_coffee,-0.0030000000000000027
489,Yx3rQ,milk_coffee,0.0
490,anH4HDH,milk_coffee,0.0
491,d4guBrpB,milk_coffee,0.0
492,fJlBu,milk_coffee,0.7
493,gKUuuzg9,milk_coffee,0.5249999999999999
494,ieuWQ,milk_coffee,0.0
495,iia5SP5,milk_coffee,0.0
496,jb1CjU1HF,milk_coffee,0.37692307692307686
497,larri45h,milk_coffee,0.09333333333333332
498,oS7WZT0,milk_coffee,0.7
499,qpzNDzybrsi,milk_coffee,0.0
500,uhDooz5uD,milk_coffee,0.7
501,vRXyI,milk_coffee,0.0
502,ws0cho3,milk_coffee,0.1485
503,ymETMF4M4,milk_coffee,0.0
504,0WFqeFiPx3K,milk_coffee kafeinagabe,0.0
505,0a4Qn,milk_coffee kafeinagabe,0.1485
506,2qDLEBNv,milk_coffee kafeinagabe,0.0
507,55reHHf,milk_coffee kafeinagabe,0.0
508,5pVcV5V,milk_coffee kafeinagabe,0.0
509,93xlxT,milk_coffee kafeinagabe,0.0
510,CCMAqXtVdM,milk_coffee kafeinagabe,0.0
511,CkfZksM2rBrL,milk_coffee kafeinagabe,0.0
512,CuAgSlJwl,milk_coffee kafeinagabe,0.1485
513,D6F0qp7s7,milk_coffee kafeinagabe,0.0
514,FHZemZ,milk_coffee kafeinagabe,0.0
515,FmxgvxmU,milk_coffee kafeinagabe,0.0
516,I3RXU,milk_coffee kafeinagabe,0.0
517,IQtg13hB,milk_coffee kafeinagabe,0.0
518,M8TX69h8,milk_coffee kafeinagabe,0.0
519,OCUnH,milk_coffee kafeinagabe,0.0
520,OJwzAJ33l,milk_coffee kafeinagabe,0.0
521,P5BAwzTfB,milk_coffee kafeinagabe,0.0
522,TRFKSXv,milk_coffee kafeinagabe,0.0
523,Vhpk5shpkk,milk_coffee kafeinagabe,0.0
524,XIRWj,milk_coffee kafeinagabe,0.0
525,Yx3rQ,milk_coffee kafeinagabe,0.0
526,anH4HDH,milk_coffee kafeinagabe,0.0
527,d4guBrpB,milk_coffee kafeinagabe,0.0
528,fJlBu,milk_coffee kafeinagabe,0.0
529,gKUuuzg9,milk_coffee kafeinagabe,0.0
530,ieuWQ,milk_coffee kafeinagabe,0.0
531,iia5SP5,milk_coffee kafeinagabe,0.0
532,jb1CjU1HF,milk_coffee kafeinagabe,0.0
533,larri45h,milk_coffee kafeinagabe,0.0
534,oS7WZT0,milk_coffee kafeinagabe,0.0
535,qpzNDzybrsi,milk_coffee kafeinagabe,0.0
536,uhDooz5uD,milk_coffee kafeinagabe,0.0
537,vRXyI,milk_coffee kafeinagabe,0.0
538,ws0cho3,milk_coffee kafeinagabe,0.0
539,ymETMF4M4,milk_coffee kafeinagabe,0.0
540,0WFqeFiPx3K,txokolate white,0.0
541,0a4Qn,txokolate white,1.0
542,2qDLEBNv,txokolate white,0.0
543,55reHHf,txokolate white,0.0
544,5pVcV5V,txokolate white,0.0
545,93xlxT,txokolate white,0.0
546,CCMAqXtVdM,txokolate white,0.0
547,CkfZksM2rBrL,txokolate white,0.0
548,CuAgSlJwl,txokolate white,0.0
549,D6F0qp7s7,txokolate white,0.0
550,FHZemZ,txokolate white,0.0
551,FmxgvxmU,txokolate white,0.0
552,I3RXU,txokolate white,0.0
553,IQtg13hB,txokolate white,0.0
554,M8TX69h8,txokolate white,0.0
555,OCUnH,txokolate white,0.0
556,OJwzAJ33l,txokolate white,0.0
557,P5BAwzTfB,txokolate white,0.0
558,TRFKSXv,txokolate white,0.0
559,Vhpk5shpkk,txokolate white,0.0
560,XIRWj,txokolate white,-0.0030000000000000027
561,Yx3rQ,txokolate white,0.0
562,anH4HDH,txokolate white,0.0
563,d4guBrpB,txokolate white,0.0
564,fJlBu,txokolate white,0.0
565,gKUuuzg9,txokolate white,0.0
566,ieuWQ,txokolate white,0.0
567,iia5SP5,txokolate white,0.0
568,jb1CjU1HF,txokolate white,0.0
569,larri45h,txokolate white,0.0
570,oS7WZT0,txokolate white,0.0
571,qpzNDzybrsi,txokolate white,0.0
572,uhDooz5uD,txokolate white,0.0
573,vRXyI,txokolate white,0.0
574,ws0cho3,txokolate white,0.0
575,ymETMF4M4,txokolate white,0.0
