user,service_name,parameter,subservice_name,value,startdate,id,contextvalue,context_name
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisForce,1.0,1696315412,2066,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisForce,1.0,1696315412,2066,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisForce,1.0,1696315412,2066,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisForce,1.0,1696315412,2066,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Micra a micra Eje Z,Z1AxisForce,1.0,1696315412,2066,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Circularidad CCW Eje X y Z,Z1AxisForce,1.0,1696315412,2066,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Circularidad Eje X y Z,Z1AxisForce,1.0,1696315412,2066,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisForce,1.0,1696315412,2066,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisForce,1.0,1696315412,2066,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisForce,1.0,1696315412,2066,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisForce,1.0,1696315412,2066,t1,shift
dbarrenetxea,signal_monitoring,Micra a micra Eje Z,Z1AxisForce,1.0,1696315412,2066,t1,shift
dbarrenetxea,signal_monitoring,Circularidad CCW Eje X y Z,Z1AxisForce,1.0,1696315412,2066,t1,shift
dbarrenetxea,signal_monitoring,Circularidad Eje X y Z,Z1AxisForce,1.0,1696315412,2066,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisForce,1.0,1696315412,2067,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisForce,1.0,1696315412,2067,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisForce,1.0,1696315412,2067,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisForce,1.0,1696315412,2067,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Micra a micra Eje Z,Z1AxisForce,1.0,1696315412,2067,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Circularidad CCW Eje X y Z,Z1AxisForce,1.0,1696315412,2067,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Circularidad Eje X y Z,Z1AxisForce,1.0,1696315412,2067,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisForce,1.0,1696315412,2067,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisForce,1.0,1696315412,2067,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisForce,1.0,1696315412,2067,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisForce,1.0,1696315412,2067,t1,shift
dbarrenetxea,signal_monitoring,Micra a micra Eje Z,Z1AxisForce,1.0,1696315412,2067,t1,shift
dbarrenetxea,signal_monitoring,Circularidad CCW Eje X y Z,Z1AxisForce,1.0,1696315412,2067,t1,shift
dbarrenetxea,signal_monitoring,Circularidad Eje X y Z,Z1AxisForce,1.0,1696315412,2067,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisForce,1.0,1696315412,2068,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisForce,1.0,1696315412,2068,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisForce,1.0,1696315412,2068,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisForce,1.0,1696315412,2068,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Micra a micra Eje Z,Z1AxisForce,1.0,1696315412,2068,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Circularidad CCW Eje X y Z,Z1AxisForce,1.0,1696315412,2068,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Circularidad Eje X y Z,Z1AxisForce,1.0,1696315412,2068,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisForce,1.0,1696315412,2068,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisForce,1.0,1696315412,2068,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisForce,1.0,1696315412,2068,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisForce,1.0,1696315412,2068,t1,shift
dbarrenetxea,signal_monitoring,Micra a micra Eje Z,Z1AxisForce,1.0,1696315412,2068,t1,shift
dbarrenetxea,signal_monitoring,Circularidad CCW Eje X y Z,Z1AxisForce,1.0,1696315412,2068,t1,shift
dbarrenetxea,signal_monitoring,Circularidad Eje X y Z,Z1AxisForce,1.0,1696315412,2068,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,X1AxisForce,1.0,1696315412,2069,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1X1,X1AxisForce,1.0,1696315412,2069,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,X1AxisForce,1.0,1696315412,2069,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,X1AxisForce,1.0,1696315412,2069,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Micra a micra Eje X,X1AxisForce,1.0,1696315412,2069,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Circularidad CCW Eje X y Z,X1AxisForce,1.0,1696315412,2069,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Circularidad Eje X y Z,X1AxisForce,1.0,1696315412,2069,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,X1AxisForce,1.0,1696315412,2069,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1X1,X1AxisForce,1.0,1696315412,2069,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,X1AxisForce,1.0,1696315412,2069,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,X1AxisForce,1.0,1696315412,2069,t1,shift
dbarrenetxea,signal_monitoring,Micra a micra Eje X,X1AxisForce,1.0,1696315412,2069,t1,shift
dbarrenetxea,signal_monitoring,Circularidad CCW Eje X y Z,X1AxisForce,1.0,1696315412,2069,t1,shift
dbarrenetxea,signal_monitoring,Circularidad Eje X y Z,X1AxisForce,1.0,1696315412,2069,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisForce,1.0,1696315412,2070,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisForce,1.0,1696315412,2070,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisForce,1.0,1696315412,2070,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisForce,1.0,1696315412,2070,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Micra a micra Eje Z,Z1AxisForce,1.0,1696315412,2070,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Circularidad CCW Eje X y Z,Z1AxisForce,1.0,1696315412,2070,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Circularidad Eje X y Z,Z1AxisForce,1.0,1696315412,2070,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisForce,1.0,1696315412,2070,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisForce,1.0,1696315412,2070,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisForce,1.0,1696315412,2070,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisForce,1.0,1696315412,2070,t1,shift
dbarrenetxea,signal_monitoring,Micra a micra Eje Z,Z1AxisForce,1.0,1696315412,2070,t1,shift
dbarrenetxea,signal_monitoring,Circularidad CCW Eje X y Z,Z1AxisForce,1.0,1696315412,2070,t1,shift
dbarrenetxea,signal_monitoring,Circularidad Eje X y Z,Z1AxisForce,1.0,1696315412,2070,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Speed_actual,1.0,1696315412,2071,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Speed_actual,1.0,1696315412,2071,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Wheelhead2Speed_actual,1.0,1696315412,2071,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Speed_actual,1.0,1696315412,2071,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Speed_actual,1.0,1696315412,2071,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Speed_actual,1.0,1696315412,2071,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Wheelhead2Speed_actual,1.0,1696315412,2071,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Speed_actual,1.0,1696315412,2071,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisForce,1.0,1696315412,2072,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisForce,1.0,1696315412,2072,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisForce,1.0,1696315412,2072,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisForce,1.0,1696315412,2072,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Micra a micra Eje Z,Z1AxisForce,1.0,1696315412,2072,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Circularidad CCW Eje X y Z,Z1AxisForce,1.0,1696315412,2072,GrindingResearcher,role
dbarrenetxea,signal_monitoring,Circularidad Eje X y Z,Z1AxisForce,1.0,1696315412,2072,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisForce,1.0,1696315412,2072,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisForce,1.0,1696315412,2072,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisForce,1.0,1696315412,2072,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisForce,1.0,1696315412,2072,t1,shift
dbarrenetxea,signal_monitoring,Micra a micra Eje Z,Z1AxisForce,1.0,1696315412,2072,t1,shift
dbarrenetxea,signal_monitoring,Circularidad CCW Eje X y Z,Z1AxisForce,1.0,1696315412,2072,t1,shift
dbarrenetxea,signal_monitoring,Circularidad Eje X y Z,Z1AxisForce,1.0,1696315412,2072,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Speed_actual,1.0,1696315412,2073,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Speed_actual,1.0,1696315412,2073,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Wheelhead2Speed_actual,1.0,1696315412,2073,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Speed_actual,1.0,1696315412,2073,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Speed_actual,1.0,1696315412,2073,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Speed_actual,1.0,1696315412,2073,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Wheelhead2Speed_actual,1.0,1696315412,2073,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Speed_actual,1.0,1696315412,2073,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,CAxisSpeed_actual,1.0,1696315412,2074,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1X1,CAxisSpeed_actual,1.0,1696315412,2074,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,CAxisSpeed_actual,1.0,1696315412,2074,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,CAxisSpeed_actual,1.0,1696315412,2074,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,CAxisSpeed_actual,1.0,1696315412,2074,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,CAxisSpeed_actual,1.0,1696315412,2074,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,CAxisSpeed_actual,1.0,1696315412,2074,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1X1,CAxisSpeed_actual,1.0,1696315412,2074,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,CAxisSpeed_actual,1.0,1696315412,2074,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,CAxisSpeed_actual,1.0,1696315412,2074,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,CAxisSpeed_actual,1.0,1696315412,2074,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,CAxisSpeed_actual,1.0,1696315412,2074,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2075,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2075,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2075,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2075,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2075,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2075,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2076,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2076,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2076,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2076,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2076,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2076,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2077,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2077,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2077,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2077,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2077,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2077,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisSpeed_commanded,1.0,1696315412,2078,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisSpeed_commanded,1.0,1696315412,2078,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisSpeed_commanded,1.0,1696315412,2078,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisSpeed_commanded,1.0,1696315412,2078,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisSpeed_commanded,1.0,1696315412,2078,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisSpeed_commanded,1.0,1696315412,2078,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisSpeed_commanded,1.0,1696315412,2078,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisSpeed_commanded,1.0,1696315412,2078,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2079,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2079,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2079,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2079,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2079,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2079,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2080,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2080,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2080,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2080,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2080,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2080,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisSpeed_commanded,1.0,1696315412,2081,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisSpeed_commanded,1.0,1696315412,2081,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisSpeed_commanded,1.0,1696315412,2081,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisSpeed_commanded,1.0,1696315412,2081,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Z1AxisSpeed_commanded,1.0,1696315412,2081,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1X1Z1,Z1AxisSpeed_commanded,1.0,1696315412,2081,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Z1AxisSpeed_commanded,1.0,1696315412,2081,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH1Z1,Z1AxisSpeed_commanded,1.0,1696315412,2081,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2082,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2082,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2082,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2082,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2082,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2082,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2083,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2083,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2083,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2083,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2083,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2083,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2084,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2084,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2084,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2084,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2084,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2084,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2085,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2085,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2085,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2085,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2085,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2085,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2086,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2086,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2086,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2086,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2086,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2086,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2087,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2087,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2087,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2087,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2087,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2087,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2088,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2088,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2088,GrindingResearcher,role
dbarrenetxea,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315412,2088,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315412,2088,t1,shift
dbarrenetxea,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315412,2088,t1,shift
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315578,2089,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315578,2089,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315578,2089,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315578,2089,t1,shift
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315578,2089,t1,shift
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315578,2089,t1,shift
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315578,2090,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315578,2090,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315578,2090,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315578,2090,t1,shift
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315578,2090,t1,shift
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315578,2090,t1,shift
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315578,2091,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315578,2091,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315578,2091,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315578,2091,t1,shift
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315578,2091,t1,shift
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315578,2091,t1,shift
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315578,2092,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315578,2092,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315578,2092,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1,Wheelhead2Power,1.0,1696315578,2092,t1,shift
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1Z1,Wheelhead2Power,1.0,1696315578,2092,t1,shift
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2Z1,Wheelhead2Power,1.0,1696315578,2092,t1,shift
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1,X1AxisSpeed_commanded,1.0,1696315578,2093,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH1X1,X1AxisSpeed_commanded,1.0,1696315578,2093,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1Z1,X1AxisSpeed_commanded,1.0,1696315578,2093,GeneralResearcher,role
ggutierrezeizaguirre,signal_monitoring,TDOMONWH2X1,X1AxisSpeed_commanded,1.0,1696315578,2093,t1,shift
