,id,username,subservice_name,value,startdate,context_value,context_name
653,2060,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696254549,GeneralResearcher,role
654,2060,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696254549,GeneralResearcher,role
655,2060,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696254549,GeneralResearcher,role
656,2060,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696254549,GeneralResearcher,role
657,2060,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696254549,t2,shift
658,2060,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696254549,t2,shift
659,2060,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696254549,t2,shift
660,2060,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696254549,t2,shift
661,2060,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696254549,t2,shift
662,2060,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696254549,t2,shift
663,2060,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696254549,t2,shift
664,2061,dbarrenetxea,Wheelhead2Power,1.0,1696269078,GrindingResearcher,role
665,2061,dbarrenetxea,Wheelhead2Power,1.0,1696269078,GrindingResearcher,role
666,2061,dbarrenetxea,Wheelhead2Power,1.0,1696269078,GrindingResearcher,role
667,2061,dbarrenetxea,Wheelhead2Power,1.0,1696269078,t2,shift
668,2061,dbarrenetxea,Wheelhead2Power,1.0,1696269078,t2,shift
669,2061,dbarrenetxea,Wheelhead2Power,1.0,1696269078,t2,shift
670,2062,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
671,2062,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
672,2062,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
673,2062,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
674,2062,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
675,2062,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
676,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
677,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
678,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
679,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
680,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
681,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
682,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
683,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
684,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
685,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
686,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
687,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
688,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
689,2063,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
690,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
691,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
692,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
693,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
694,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
695,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
696,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
697,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
698,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
699,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
700,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
701,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
702,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
703,2064,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
704,2065,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
705,2065,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
706,2065,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
707,2065,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
708,2065,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
709,2065,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
710,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
711,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
712,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
713,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
714,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
715,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
716,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
717,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
718,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
719,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
720,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
721,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
722,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
723,2066,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
724,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
725,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
726,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
727,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
728,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
729,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
730,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
731,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
732,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
733,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
734,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
735,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
736,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
737,2067,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
738,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
739,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
740,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
741,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
742,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
743,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
744,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
745,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
746,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
747,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
748,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
749,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
750,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
751,2068,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
752,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
753,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
754,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
755,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
756,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
757,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
758,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,GrindingResearcher,role
759,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
760,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
761,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
762,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
763,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
764,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
765,2069,dbarrenetxea,X1AxisForce,1.0,1696315412,t1,shift
766,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
767,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
768,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
769,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
770,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
771,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
772,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
773,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
774,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
775,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
776,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
777,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
778,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
779,2070,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
780,2071,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,GrindingResearcher,role
781,2071,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,GrindingResearcher,role
782,2071,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,GrindingResearcher,role
783,2071,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,GrindingResearcher,role
784,2071,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,t1,shift
785,2071,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,t1,shift
786,2071,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,t1,shift
787,2071,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,t1,shift
788,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
789,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
790,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
791,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
792,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
793,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
794,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,GrindingResearcher,role
795,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
796,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
797,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
798,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
799,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
800,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
801,2072,dbarrenetxea,Z1AxisForce,1.0,1696315412,t1,shift
802,2073,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,GrindingResearcher,role
803,2073,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,GrindingResearcher,role
804,2073,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,GrindingResearcher,role
805,2073,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,GrindingResearcher,role
806,2073,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,t1,shift
807,2073,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,t1,shift
808,2073,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,t1,shift
809,2073,dbarrenetxea,Wheelhead2Speed_actual,1.0,1696315412,t1,shift
810,2074,dbarrenetxea,CAxisSpeed_actual,1.0,1696315412,GrindingResearcher,role
811,2074,dbarrenetxea,CAxisSpeed_actual,1.0,1696315412,GrindingResearcher,role
812,2074,dbarrenetxea,CAxisSpeed_actual,1.0,1696315412,GrindingResearcher,role
813,2074,dbarrenetxea,CAxisSpeed_actual,1.0,1696315412,GrindingResearcher,role
814,2074,dbarrenetxea,CAxisSpeed_actual,1.0,1696315412,GrindingResearcher,role
815,2074,dbarrenetxea,CAxisSpeed_actual,1.0,1696315412,GrindingResearcher,role
816,2074,dbarrenetxea,CAxisSpeed_actual,1.0,1696315412,t1,shift
817,2074,dbarrenetxea,CAxisSpeed_actual,1.0,1696315412,t1,shift
818,2074,dbarrenetxea,CAxisSpeed_actual,1.0,1696315412,t1,shift
819,2074,dbarrenetxea,CAxisSpeed_actual,1.0,1696315412,t1,shift
820,2074,dbarrenetxea,CAxisSpeed_actual,1.0,1696315412,t1,shift
821,2074,dbarrenetxea,CAxisSpeed_actual,1.0,1696315412,t1,shift
822,2075,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
823,2075,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
824,2075,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
825,2075,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
826,2075,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
827,2075,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
828,2076,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
829,2076,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
830,2076,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
831,2076,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
832,2076,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
833,2076,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
834,2077,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
835,2077,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
836,2077,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
837,2077,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
838,2077,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
839,2077,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
840,2078,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,GrindingResearcher,role
841,2078,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,GrindingResearcher,role
842,2078,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,GrindingResearcher,role
843,2078,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,GrindingResearcher,role
844,2078,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,t1,shift
845,2078,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,t1,shift
846,2078,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,t1,shift
847,2078,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,t1,shift
848,2079,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
849,2079,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
850,2079,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
851,2079,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
852,2079,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
853,2079,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
854,2080,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
855,2080,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
856,2080,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
857,2080,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
858,2080,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
859,2080,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
860,2081,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,GrindingResearcher,role
861,2081,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,GrindingResearcher,role
862,2081,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,GrindingResearcher,role
863,2081,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,GrindingResearcher,role
864,2081,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,t1,shift
865,2081,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,t1,shift
866,2081,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,t1,shift
867,2081,dbarrenetxea,Z1AxisSpeed_commanded,1.0,1696315412,t1,shift
868,2082,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
869,2082,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
870,2082,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
871,2082,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
872,2082,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
873,2082,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
874,2083,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
875,2083,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
876,2083,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
877,2083,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
878,2083,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
879,2083,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
880,2084,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
881,2084,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
882,2084,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
883,2084,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
884,2084,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
885,2084,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
886,2085,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
887,2085,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
888,2085,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
889,2085,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
890,2085,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
891,2085,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
892,2086,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
893,2086,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
894,2086,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
895,2086,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
896,2086,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
897,2086,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
898,2087,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
899,2087,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
900,2087,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
901,2087,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
902,2087,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
903,2087,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
904,2088,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
905,2088,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
906,2088,dbarrenetxea,Wheelhead2Power,1.0,1696315412,GrindingResearcher,role
907,2088,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
908,2088,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
909,2088,dbarrenetxea,Wheelhead2Power,1.0,1696315412,t1,shift
910,2089,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,GeneralResearcher,role
911,2089,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,GeneralResearcher,role
912,2089,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,GeneralResearcher,role
913,2089,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,t1,shift
914,2089,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,t1,shift
915,2089,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,t1,shift
916,2090,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,GeneralResearcher,role
917,2090,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,GeneralResearcher,role
918,2090,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,GeneralResearcher,role
919,2090,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,t1,shift
920,2090,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,t1,shift
921,2090,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,t1,shift
922,2091,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,GeneralResearcher,role
923,2091,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,GeneralResearcher,role
924,2091,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,GeneralResearcher,role
925,2091,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,t1,shift
926,2091,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,t1,shift
927,2091,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,t1,shift
928,2092,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,GeneralResearcher,role
929,2092,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,GeneralResearcher,role
930,2092,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,GeneralResearcher,role
931,2092,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,t1,shift
932,2092,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,t1,shift
933,2092,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696315578,t1,shift
934,2093,ggutierrezeizaguirre,X1AxisSpeed_commanded,1.0,1696315578,GeneralResearcher,role
935,2093,ggutierrezeizaguirre,X1AxisSpeed_commanded,1.0,1696315578,GeneralResearcher,role
936,2093,ggutierrezeizaguirre,X1AxisSpeed_commanded,1.0,1696315578,GeneralResearcher,role
937,2093,ggutierrezeizaguirre,X1AxisSpeed_commanded,1.0,1696315578,t1,shift
938,2093,ggutierrezeizaguirre,X1AxisSpeed_commanded,1.0,1696315578,t1,shift
939,2093,ggutierrezeizaguirre,X1AxisSpeed_commanded,1.0,1696315578,t1,shift
940,2094,eamilibia,Wheelhead2Power,1.0,1696321606,GeneralResearcher,role
941,2094,eamilibia,Wheelhead2Power,1.0,1696321606,GeneralResearcher,role
942,2094,eamilibia,Wheelhead2Power,1.0,1696321606,GeneralResearcher,role
943,2094,eamilibia,Wheelhead2Power,1.0,1696321606,t1,shift
944,2094,eamilibia,Wheelhead2Power,1.0,1696321606,t1,shift
945,2094,eamilibia,Wheelhead2Power,1.0,1696321606,t1,shift
946,2095,eamilibia,Wheelhead2Power,1.0,1696321606,GeneralResearcher,role
947,2095,eamilibia,Wheelhead2Power,1.0,1696321606,GeneralResearcher,role
948,2095,eamilibia,Wheelhead2Power,1.0,1696321606,GeneralResearcher,role
949,2095,eamilibia,Wheelhead2Power,1.0,1696321606,t1,shift
950,2095,eamilibia,Wheelhead2Power,1.0,1696321606,t1,shift
951,2095,eamilibia,Wheelhead2Power,1.0,1696321606,t1,shift
952,2096,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,GeneralResearcher,role
953,2096,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,GeneralResearcher,role
954,2096,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,GeneralResearcher,role
955,2096,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,t1,shift
956,2096,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,t1,shift
957,2096,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,t1,shift
958,2097,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,GeneralResearcher,role
959,2097,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,GeneralResearcher,role
960,2097,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,GeneralResearcher,role
961,2097,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,t1,shift
962,2097,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,t1,shift
963,2097,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,t1,shift
964,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,GeneralResearcher,role
965,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,GeneralResearcher,role
966,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,GeneralResearcher,role
967,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,GeneralResearcher,role
968,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,GeneralResearcher,role
969,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,GeneralResearcher,role
970,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,GeneralResearcher,role
971,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,t1,shift
972,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,t1,shift
973,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,t1,shift
974,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,t1,shift
975,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,t1,shift
976,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,t1,shift
977,2098,ggutierrezeizaguirre,X1AxisPosition_actual,1.0,1696328464,t1,shift
978,2099,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,GeneralResearcher,role
979,2099,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,GeneralResearcher,role
980,2099,ggutierrezeizaguirre,Wheelhead2Power,1.0,1696328464,GeneralResearcher,role
